"","ID","f2","f3","fs2","fs3","alpha"
"312",312,-41.7584729182944,272105.728278011,-40.6382343024053,709874.588145781,0.930146987537214
"313",313,-31.2713366341181,543606.911712103,-33.7595318023488,379595.515169166,0.8758018889671
"314",314,-37.7507949936688,600803.632536195,-28.9595187968016,732693.106174227,0.885472054228941
"315",315,-42.3150056935213,849370.969211198,-43.742077640906,593984.437040631,0.924316532103553
"316",316,-34.7129521138556,831006.97952114,-31.5269320695437,666244.25819885,0.879779550848117
"317",317,-42.5136243684515,762841.519028675,-32.3416469491273,599503.488575891,0.855910754208704
"318",318,-38.5794268563241,620046.763973068,-40.4464502599612,245294.479104076,0.867698416358698
"319",319,-35.7018384559378,278972.248003464,-42.2565201014057,537038.213169631,0.905148777516557
"320",320,-41.7161232073642,307654.173027072,-33.5309220681339,410357.060454879,0.8835010220971
"321",321,-37.5033180760853,763826.361475773,-42.2824094872512,822649.806097709,0.897595579472354
"322",322,-29.1725760241337,542979.622468092,-27.6280061324425,529215.838349294,0.867382357030356
"323",323,-35.2587358020656,343196.59312861,-28.7351257199794,493594.838734176,0.931080465489672
"324",324,-34.5697995066419,488880.403657276,-41.573172317557,277920.701011959,0.867931702386392
"325",325,-41.6819864266627,775001.325529553,-26.8586996506602,347566.944075432,0.897880902741482
"326",326,-33.0936352789812,550888.550517447,-42.4636454134323,672296.512779836,0.86054568052269
"327",327,-41.2470098289996,268448.838883061,-34.7567178862095,290843.790161032,0.926093614837209
"328",328,-41.0708697490469,477118.569765221,-33.1777915799282,591341.185262874,0.889860767485218
"329",329,-39.3910291136131,458503.566400465,-27.8689824582897,634740.984874964,0.870072114510206
"330",330,-37.296183664076,776992.042183932,-41.3173110728748,291421.394628361,0.89883824485874
"331",331,-33.6370797273405,362480.389547888,-33.6349689676501,391494.527874738,0.928645950468749
"332",332,-38.2427080428191,467226.171574686,-37.6782970487066,263839.416649491,0.898516372547695
"333",333,-27.9504706914686,816795.060731005,-42.5289274474978,608105.691112634,0.90603441911727
"334",334,-40.3704832566604,375218.885931484,-39.6228612376079,378327.294700071,0.899278654151121
"335",335,-40.9894441376776,418833.838436306,-28.2124558666758,368769.619353432,0.874853426394753
"336",336,-28.6172567324638,351026.066664439,-27.376221002508,250623.393121697,0.912902512246961
"337",337,-32.9768171883784,370329.014564063,-31.7312757386155,543574.380943924,0.881354689341214
"338",338,-27.2483877314404,574554.181126151,-28.2725985701904,817613.277869765,0.918026186541414
"339",339,-37.4370502796136,689322.748773545,-27.7141858318448,811648.684640285,0.929258119375799
"340",340,-41.5760098898374,823492.353877723,-42.1288097119406,284045.17109381,0.932865539072864
"341",341,-40.0344545019828,777637.54666226,-40.1418831815273,288766.750865746,0.856290879832895
"342",342,-26.8447343635038,647581.090988442,-39.8140799121298,733913.043412324,0.880125610728379
"343",343,-40.7003876018114,858586.666018106,-29.1016293344907,565761.00767564,0.933416273463795
"344",344,-42.6629899138734,489621.033090428,-38.2287985995561,786669.852186125,0.930978829471817
"345",345,-36.9020087430291,633562.405161485,-42.9443374859616,448901.738120914,0.885791539582638
"346",346,-37.015401440125,725359.156340268,-28.7874364979006,434866.608482078,0.869132607014596
"347",347,-39.5638554333858,786596.608755644,-42.553002566468,765624.706525244,0.924377656035073
"348",348,-41.4171167160422,841008.822000828,-35.0309280754104,835202.777909022,0.882148672782242
"349",349,-39.1144070252292,523556.306842789,-43.3782723027542,712654.427653011,0.86326774728426
"350",350,-41.602655445341,848210.258468166,-28.2282008383386,801995.246964786,0.903727328850437
"351",351,-31.1600938397162,715029.025655128,-38.8723907498717,499335.633454025,0.880887964946261
"352",352,-32.8969751634747,336586.648727544,-29.8874862913862,385658.746241704,0.898350569675796
"353",353,-27.4629361497909,266175.687777884,-31.4619474847615,665429.00994923,0.931785818242509
"354",354,-44.3030696582235,305765.686912481,-29.4056401963048,598368.531067744,0.865316612622727
"355",355,-28.6853382044211,523854.431813546,-35.4534145021029,511914.873416387,0.863092634632826
"356",356,-27.2003043368794,513927.306445874,-34.0974480655491,810006.528017148,0.923519287785204
"357",357,-29.9710678641833,614271.652557384,-26.2523647928387,610287.360619437,0.905195425036924
"358",358,-31.29178943602,412558.333359994,-37.7153666865081,346895.180674847,0.92574340694409
"359",359,-35.4903606680073,423188.009439781,-36.6663379827179,840132.563686371,0.901476423205363
"360",360,-40.0988365448005,437950.121889636,-42.673872618109,704435.111421179,0.917157898338914
"361",361,-25.7910834675208,449830.396134369,-30.9942071015835,708786.376388334,0.902052901306773
"362",362,-42.3958841607124,672661.383697633,-31.3587447509989,314998.916929401,0.925665676190171
"363",363,-28.2833467293531,567872.84186177,-27.2687463441007,388900.537018888,0.934280964834332
"364",364,-31.9196531549692,830130.329109039,-38.3866146255098,681350.410131384,0.866968040758535
"365",365,-34.927314259287,490252.24445736,-31.3257972067781,420191.18066458,0.913687816133428
"366",366,-42.3790932850763,785471.028681882,-30.0585989510231,259192.010975797,0.866797025516363
"367",367,-35.8842888950333,534562.467904929,-25.9414747508355,708332.475003134,0.868794348597584
"368",368,-40.0050603649989,397877.636151277,-42.3698383090533,521454.452895802,0.918187657212511
"369",369,-35.2237058592513,705498.07454383,-33.4971099690087,580772.845497541,0.923451850374635
"370",370,-30.6336166586429,423462.742464468,-42.3008098316081,576723.587878626,0.890406992842721
"371",371,-35.2731983805299,523108.484847713,-39.7866463764235,866658.10512891,0.930587496862279
"372",372,-34.4116971755847,793434.930998012,-37.1635581585802,368484.250062667,0.876110022130026
"373",373,-27.6321350549236,521445.481475592,-33.0853985758759,695734.245950058,0.886275341478387
"374",374,-28.9941106330678,771543.099925388,-41.9154033772387,718526.408760026,0.860254318827469
"375",375,-31.4300315083861,256570.665210541,-26.316841458749,714502.422848996,0.928238622276422
"376",376,-42.8715888310187,617361.170606297,-34.7117651766464,671759.382233322,0.890113524483476
"377",377,-34.0419065420143,253899.317460414,-35.9401157635935,376048.013853151,0.888596529544214
"378",378,-40.4252039000578,298647.57571023,-38.1315664984398,826075.301097576,0.865884731560096
"379",379,-28.7947089799605,419026.988564618,-38.2883903293014,765493.261794224,0.92613381501204
"380",380,-41.3165839840658,295621.999125388,-28.5620596744344,586368.966455441,0.922804237406399
"381",381,-27.120941472631,555376.237525567,-40.365256478522,325635.767486542,0.859563567362044
"382",382,-43.4456011658944,552186.862249933,-36.2530709142573,836474.026968665,0.873450263957031
"383",383,-29.8681170181297,303007.171550766,-35.2965997391753,615275.928357858,0.876625673753174
"384",384,-33.2461530845314,700377.281591818,-33.5995454972945,532562.451662365,0.86010776149934
"385",385,-36.2452314929143,783142.117767893,-37.189767758064,504634.355833586,0.914955016650783
"386",386,-27.9945239825323,547991.410223581,-34.5338004445583,542804.677444343,0.914387150269577
"387",387,-29.3349594070688,674043.537755162,-31.7090474713668,831559.32391081,0.855850927448114
"388",388,-36.8458186131008,610159.190437794,-40.0238440280817,889376.170397066,0.90175948852144
"389",389,-35.1030297852606,661295.825954434,-26.6872804503366,281643.721983377,0.906670700548615
"390",390,-41.666581747897,844920.242618155,-38.0305848428384,774336.376764141,0.866401584801886
"391",391,-30.1607405188866,796673.754344415,-31.9540718773231,427767.955718134,0.873267185689496
"392",392,-27.3743362726271,327002.670880929,-26.5348877924159,815023.133082651,0.856132129520945
"393",393,-36.3059754319042,681003.735439964,-33.6499181864336,746558.92338587,0.887919767114174
"394",394,-29.3779658274576,589947.306947466,-38.4972125705667,801220.226423685,0.895699265498504
"395",395,-41.8117014302053,384917.081273831,-35.0946917527542,432828.580708951,0.910825886883866
"396",396,-27.7444178814217,529682.998778,-42.4969654637128,507997.80056728,0.909665444014922
"397",397,-26.1099003216363,788777.999789994,-39.3065679058693,859244.202869311,0.924805999016939
"398",398,-34.0678389737532,821082.803336456,-42.6201234619915,527713.057123218,0.927059152922818
"399",399,-35.6828108420335,346296.454195511,-27.5383740882017,274622.630802244,0.917292966738697
"400",400,-37.7650059272312,577366.380779147,-29.1133639702648,504959.230955038,0.879579156028226
"401",401,-34.2344659815952,281132.425716426,-43.5957723144032,328955.866704471,0.907220943410629
"402",402,-38.3465932626724,302322.633989137,-35.6190709884912,705174.188225362,0.859226262632007
"403",403,-40.41593053855,591593.66652634,-34.5835023041926,323648.22901452,0.934761432423769
"404",404,-43.2029766867608,717663.362001497,-35.7051314760745,338300.166570581,0.916536089582639
"405",405,-28.2173898330592,606923.713623155,-31.2121545885615,263059.895195831,0.863588347335843
"406",406,-37.5211396255121,465117.528025173,-38.1596903095767,579760.903209094,0.881004180445939
"407",407,-26.9694825819805,430004.679523557,-27.0883089485131,622192.709094863,0.874783630264061
"408",408,-31.0199022869132,338452.7116655,-40.8093889998794,627418.68473487,0.85848504778664
"409",409,-38.6835123258345,283080.977579504,-26.5676697824225,653336.277157739,0.856937355618455
"410",410,-28.6423654512577,454415.66258166,-34.8266348070092,872173.098873794,0.888986714615518
"411",411,-34.2505993753225,565752.850633711,-26.1551186524779,602006.737850122,0.92159571571943
"412",412,-37.1357452126667,342646.817563903,-33.6856471596695,758898.947990835,0.899581081165003
"413",413,-27.1388183118664,851640.394587927,-29.8997121587433,524495.558498893,0.86283829922187
"414",414,-40.2037549678087,588529.847077802,-36.4889636873789,493331.104373038,0.888735487589834
"415",415,-30.8060319109038,725911.429294907,-38.7283707659543,224730.314453915,0.865839072514385
"416",416,-26.3970380230732,737907.171732467,-38.0542356831096,485517.193064429,0.892853162289198
"417",417,-26.2307824836671,820506.082635,-26.5892073768526,425665.075673833,0.917777820929885
"418",418,-30.8519873207547,404123.045301363,-28.2549390523881,230540.329079349,0.936361757109379
"419",419,-27.2191037177891,707248.164704908,-39.5077079882771,716828.080502115,0.930027902959824
"420",420,-39.9162385872118,485338.11076751,-41.9464142660387,256224.463695996,0.859344524076147
"421",421,-31.4325032730885,483067.373677474,-33.0604338055179,605097.932731602,0.932083798457302
"422",422,-27.6208616069406,487248.556746803,-41.274140306063,598741.999795288,0.855376542299837
"423",423,-41.1411868394017,845929.816803336,-33.8832050771527,492317.994162645,0.92154516017897
"424",424,-41.3721898243129,246508.946441393,-29.9788369158842,336279.153305963,0.871045204439787
"425",425,-34.9442798323557,634847.883553319,-28.968689157363,281983.250944763,0.936521422757862
"426",426,-28.0325052434318,255647.564980593,-35.250787645895,395454.116879813,0.867769651836392
"427",427,-26.3532133635804,634201.643084921,-41.2183345846236,550942.833599839,0.875902748411853
"428",428,-41.1031678241082,408626.130888462,-33.5807378028147,347860.1650084,0.869822192240991
"429",429,-43.5910569988899,775461.843667366,-43.6437587842457,808467.96748979,0.892604047617627
"430",430,-42.9664727719799,562032.920893785,-30.4070807444826,652144.167403411,0.884007789113808
"431",431,-41.5072094259076,535016.996117048,-41.4891751102619,366931.403409038,0.900586270521007
"432",432,-27.0307452317923,322685.272340104,-26.6001183722988,648149.886977114,0.918497472101411
"433",433,-41.3924331476353,510078.136414308,-43.432679283984,429719.451597296,0.868377509617308
"434",434,-40.8581554537602,587169.16708447,-29.6413472107351,522246.315243747,0.92271998736584
"435",435,-41.4888534210958,255432.982917093,-32.4318265241869,860000.002154578,0.912256008557493
"436",436,-41.8421990970485,752112.186933067,-39.0676901622601,289758.259600345,0.889030163847862
"437",437,-42.4972667771801,390460.874744337,-34.5078895105198,789092.873301003,0.867914194017636
"438",438,-41.5222269215025,847529.677296244,-35.3063028722256,448152.064734418,0.853829017348457
"439",439,-35.7744924128316,669159.180844128,-43.0076125801951,457268.853489365,0.916270367418032
"440",440,-32.3281409040317,810311.724312864,-26.9227583771944,840650.042532478,0.912040903716588
"441",441,-42.1680667284355,406893.784145135,-27.5251697169021,454409.261132758,0.897490455928136
"442",442,-40.1850944374688,236327.550379019,-42.4531453808621,342218.162011653,0.894071546012999
"443",443,-40.6205481663309,631981.046674103,-38.7275188758112,784766.978472099,0.912712101327268
"444",444,-28.7078699156307,568189.663047399,-32.2638816207349,715398.096314929,0.910868856958512
"445",445,-26.1707260348164,373666.763451118,-42.208944298327,460929.828237332,0.888094337566074
"446",446,-29.4312516973689,616054.352980647,-29.1630972335599,373834.508963693,0.907511825137338
"447",447,-28.9369988142177,453543.759319447,-27.775001757782,769194.899513144,0.904401640182409
"448",448,-27.9826626346745,826138.914862666,-43.1456523969434,301111.319018826,0.884191553284382
"449",449,-28.0231486782506,621530.826773681,-35.0337422660142,751665.643233061,0.867249520502847
"450",450,-36.8615429465435,257805.48391616,-29.7089067453817,692002.560092509,0.892784631722603
"451",451,-36.1944210036062,278736.888774149,-26.8535230751783,585195.910758711,0.908216404457686
"452",452,-28.8570669615716,273086.96467394,-40.6050341582671,645791.373290475,0.920626162131444
"453",453,-35.0101419781819,533142.06220096,-34.9081281351037,326549.368189573,0.904201656749075
"454",454,-26.90057941572,726811.544729266,-27.3138552596755,646585.089871995,0.887757453897959
"455",455,-39.1700497544706,499321.09147504,-42.1034786754586,747937.66112363,0.886487741742129
"456",456,-34.1003449894562,580798.723517284,-36.2671642302647,761291.717021875,0.938205645589491
"457",457,-40.2532996902838,758933.829191439,-36.5433595048264,717670.074462034,0.893895599000974
"458",458,-42.0134650817029,611215.812473875,-33.0652486892752,271685.419243015,0.885235732316688
"459",459,-30.4363693540618,526308.739030864,-43.1366195428297,392459.469675999,0.861819347023983
"460",460,-38.7836475096755,507355.365418736,-31.0419703574441,721706.357024014,0.933492750857148
"461",461,-37.5624002383575,584400.241126139,-36.5556413299181,297387.177630775,0.87393789617206
"462",462,-33.3833927665465,682964.106731527,-40.9251595449969,678833.718371373,0.9024383837425
"463",463,-35.9336317854486,694883.401661627,-41.5425124521032,662951.252127774,0.923228033927023
"464",464,-38.1771274042763,258289.086208399,-44.0625612693019,668391.183469445,0.894553040109558
"465",465,-30.1707841762565,538844.874510989,-32.9934929943085,287361.47448875,0.92224341006225
"466",466,-29.7089662639126,234036.689166371,-32.6140209718309,544249.306528736,0.898303314543959
"467",467,-41.2146758142225,404717.214424796,-33.1406515015699,750780.781186763,0.889549352786096
"468",468,-33.5739138723239,758782.807216067,-28.35500054124,477248.278758135,0.893087626783863
"469",469,-29.4354033837058,758121.13753939,-28.674934719082,254394.517955203,0.873692214861853
"470",470,-36.6204396400265,527540.40046243,-32.6692276626602,386068.199334964,0.867571415298145
"471",471,-26.8123162694834,500138.858852796,-30.0059581400454,827197.022998556,0.889232493689947
"472",472,-26.1004699780792,297997.989819515,-33.1228003585599,464962.99392119,0.93219898428046
"473",473,-25.9891355234571,715468.286872972,-28.3624203753211,325002.214660551,0.88718708295076
"474",474,-36.660252810996,413551.596128084,-40.4789022424966,782060.190085843,0.870471312323328
"475",475,-33.9172383964695,676851.554458458,-28.5220969733223,561553.361101653,0.872519032859515
"476",476,-33.5453052874059,359382.884719986,-30.8550272889025,847515.728343781,0.856506315896723
"477",477,-40.4665017631091,789798.793679904,-26.9162008685768,541940.054877363,0.870583241211157
"478",478,-35.4583801334761,294363.095999546,-36.5052084718011,604132.070758194,0.93777300495163
"479",479,-33.5119386230856,662152.113029007,-26.4350675108321,791079.842722118,0.879108247933827
"480",480,-33.908158165846,843372.408071533,-35.3910582447909,818460.342666861,0.934237321595229
"481",481,-30.8359044729397,731109.144369662,-38.8051425363123,455585.180797428,0.914768904277245
"482",482,-42.0283742691651,469787.415445298,-30.1987563531883,823456.434848923,0.925329484454231
"483",483,-42.5690829128101,649018.629786745,-31.7796976013593,639875.400479753,0.916635391240142
"484",484,-29.7553355058171,895160.97817041,-28.0461133596078,292285.546107106,0.914629806816284
"485",485,-27.7240234559216,760131.537869312,-35.8155167867169,629649.457533136,0.858142741715377
"486",486,-35.3852008955404,379563.212191556,-33.9475372946486,551620.717795659,0.900728148789355
"487",487,-30.7852436496615,480828.301062528,-36.7077178757899,384363.446105104,0.894962726856114
"488",488,-31.6911769490801,722115.276980568,-29.7216088977195,625384.511065986,0.854276942543108
"489",489,-34.5663588206247,724738.907587603,-33.4765972687937,387528.740988635,0.933564190179525
"490",490,-43.9272481391318,387872.571884133,-41.4765483692475,422421.372104101,0.920984647279153
"491",491,-30.8618559435084,413268.195926268,-39.4726184276529,239039.244408365,0.861213328120505
"492",492,-32.7148574780375,865896.906201039,-28.0917630898319,647404.281403571,0.896376605106648
"493",493,-35.8281887009591,323924.792533685,-41.7839063314795,479801.389229428,0.864873575302238
"494",494,-33.2147486495934,743068.729388583,-31.1781335400939,826133.256757949,0.885395240379205
"495",495,-31.7480507479496,284206.370576248,-28.3047868596725,363956.901554149,0.917207792803716
"496",496,-41.0542281492576,710534.586788248,-27.0169288867936,780912.172648627,0.855506816648493
"497",497,-26.234012596745,325115.804155245,-30.7556541371457,847044.903518762,0.8969618457215
"498",498,-34.4295681473389,747512.378694545,-42.8965259740017,221852.973566502,0.859364102591457
"499",499,-42.6832237898,744901.217203606,-29.3440735796466,851919.490776639,0.878403002924824
"500",500,-42.3019520258531,721579.606164638,-38.751150652457,795733.181191683,0.931813722813895
"501",501,-43.0305437179618,275659.869899936,-38.264406756781,650578.350430392,0.906187712543107
"502",502,-27.4923600625321,579477.420499418,-41.6426853277311,690619.018108025,0.906560411068594
"503",503,-36.1664196147732,253588.62564167,-38.7862885397449,309137.080912311,0.926027205587445
"504",504,-34.1646698903814,541228.725052197,-35.9117296955325,559568.635438085,0.922917074767591
"505",505,-26.801068530459,857155.074338224,-34.3129544970915,545721.752399709,0.917530333698591
"506",506,-35.1586483183913,226786.157177221,-43.3033187959567,279794.689523112,0.857893147692168
"507",507,-40.4550327457674,424486.755813546,-41.0777582365423,640944.376676939,0.871598158472739
"508",508,-29.1302336545587,470652.73823835,-27.7434209038876,376932.262675613,0.872209358741729
"509",509,-26.2826727986597,357590.965236761,-38.1139027644172,354614.851784781,0.857096400400862
"510",510,-42.8428639423847,548821.714291107,-36.3461360972449,497683.78066007,0.915481548635606
"511",511,-28.4002701901607,319690.285163764,-43.0209899870828,392771.924701352,0.905938234503025
"512",512,-26.4429993881844,798546.338044908,-43.0325464253463,333138.980744388,0.907032665368408
"513",513,-35.7151150625944,727870.62166132,-32.8590749047659,373297.032677457,0.904055755280394
"514",514,-40.3132112820856,638636.83160603,-42.7741473991685,229269.187725279,0.897724053349031
"515",515,-26.3402684037127,364339.414584469,-30.1271205048189,276620.798831508,0.89095354348606
"516",516,-31.8652169263773,398933.034197837,-39.7574290738851,773321.734200455,0.891689524833009
"517",517,-39.9336200718246,740124.906273894,-39.9022900842056,554585.263903737,0.866309619480705
"518",518,-38.6097924178802,519730.770580955,-29.3745482978448,264292.738390639,0.868188611370226
"519",519,-36.1697934054956,712233.604480904,-35.4992793824486,233148.779123779,0.915720222650856
"520",520,-38.8687954613604,835425.765734967,-34.3916027013585,233006.285948679,0.89444030133554
"521",521,-43.7643118525371,737345.993861742,-43.2357376637682,270682.165267654,0.857230175868796
"522",522,-25.7816448668577,366526.340474617,-41.6815751761012,853926.934371404,0.923773181345258
"523",523,-25.8844078277387,836688.824816216,-35.7200380100161,327415.935324486,0.862611681167463
"524",524,-36.7208262419775,781061.87214192,-37.2300268925317,408406.355084516,0.896811792811647
"525",525,-39.7011133719161,590815.239882842,-43.9593857901767,800225.086082816,0.927150810102574
"526",526,-30.9805938422903,277240.236333571,-34.3367172649056,779960.131430775,0.919966575574964
"527",527,-32.6769986953437,850182.284585815,-26.5370120347179,502941.822821982,0.92834889394696
"528",528,-37.4656847891547,637993.100113068,-30.7205612434968,737877.73357043,0.91156010499363
"529",529,-35.3803434521109,553254.491239581,-36.0622151032388,709455.61421806,0.862511342712659
"530",530,-32.3642417815216,880347.816066537,-30.8703022040017,820694.677100852,0.861688383972531
"531",531,-43.6467815843336,623743.689196128,-34.6089500724412,572603.597120512,0.868996732681513
"532",532,-30.444361474324,641103.987621944,-33.365703596618,852918.285076749,0.935194892375231
"533",533,-36.5759070634432,706033.633166198,-37.2204128078334,619927.075989954,0.937607396239225
"534",534,-40.5102191677913,500383.514871839,-32.2788939593174,400900.036219172,0.917732808745615
"535",535,-43.2538200148456,376908.519610651,-40.1212973085903,249435.722445939,0.868701417961096
"536",536,-27.4107641580552,344639.203269985,-37.4827247963659,472303.184315283,0.894847248838086
"537",537,-42.2884440764152,436878.921028767,-37.903498022344,337500.86875109,0.935669737939505
"538",538,-29.7975119987391,364045.053696521,-36.1151848230325,516468.653707895,0.859764740450362
"539",539,-35.1162378921509,635279.890421554,-37.6456762033477,587434.693124685,0.87516764280583
"540",540,-42.4259125984833,841595.77375019,-29.3311828304604,405176.442398187,0.877049433831597
"541",541,-41.7918076512963,317919.401942398,-34.1215547083244,560622.256145198,0.924502418244898
"542",542,-29.6830791760571,272519.87376513,-32.7945216020308,732483.806368615,0.862389538504258
"543",543,-26.213260305386,407423.467809316,-33.1751353896931,626371.811805591,0.854945746526809
"544",544,-43.5495817178413,856658.059948031,-42.2183196311854,388195.625387728,0.902099618475189
"545",545,-31.9435070733465,532124.302911963,-41.9066903342828,496423.578115981,0.927305440534454
"546",546,-35.0263956146203,863480.516510494,-36.7308766574077,868217.16212526,0.873871466427989
"547",547,-37.0263084282689,661653.542140797,-43.7537532971427,209112.568816803,0.919297211331746
"548",548,-39.8648680509999,779824.203188661,-30.9656051898673,393961.975633968,0.856050943453692
"549",549,-36.9093759814948,678378.650726248,-40.7238231795095,816878.631503005,0.854735176894894
"550",550,-33.7462107697874,749311.582476851,-29.1460699350163,710824.541929681,0.927968697813781
"551",551,-32.6362148340717,822220.509334449,-40.1787170454301,660132.192579266,0.887351256962487
"552",552,-27.8783432891071,791994.337616749,-36.4301717941649,715152.849219926,0.89614215561326
"553",553,-42.7945852397569,551524.837067425,-44.829577054102,813562.239222936,0.855745764973024
"554",554,-37.7256108091213,383473.203242384,-31.0569491942339,787399.132316262,0.870374806884145
"555",555,-41.1879524061717,506653.480714019,-27.3677422126904,252970.592299774,0.891243671573944
"556",556,-26.0201288121417,239260.615259092,-39.0101935999878,557664.345450848,0.934602092149653
"557",557,-35.420428277012,557250.642125364,-33.8245579062998,654003.485621847,0.901355230573339
"558",558,-34.1258896827214,285977.893577125,-38.4773817850798,722927.352800164,0.863857411717955
"559",559,-33.2743485933915,806079.796072766,-43.2030469659008,397227.824849654,0.889441056082867
"560",560,-42.2086722972207,762575.965475105,-30.2889766469821,518537.798753586,0.894689617112873
"561",561,-29.8971594305672,265472.895600926,-42.9631209695227,359916.051134784,0.86927509919945
"562",562,-38.562495752994,788168.134239241,-29.4359161741808,662431.298925187,0.908650481779367
"563",563,-36.4378441673666,705039.337818958,-35.4387040676326,837624.795805924,0.928165173525881
"564",564,-26.156047369644,601160.168603733,-40.58967854378,380367.265147679,0.893297961749094
"565",565,-38.4716301419884,840413.050002288,-40.5531920330785,352596.453654151,0.875931076780142
"566",566,-37.3733816489391,224546.26062924,-26.2276785810031,512865.010080859,0.926555576615451
"567",567,-38.2489977158345,739812.03878656,-41.3698437168337,411456.955629401,0.931587494393313
"568",568,-31.6248818697594,293205.849651247,-25.7579416836686,764932.827271987,0.879810721977457
"569",569,-42.3690838247351,414427.49187218,-39.1651414514333,796224.697244614,0.88971000470533
"570",570,-27.8121662048921,223307.232173253,-37.618165340934,713049.483375251,0.896783480025701
"571",571,-26.6475553925894,562638.857932743,-32.7884991120249,396693.677178305,0.880606477986891
"572",572,-40.2302463943139,438815.199396908,-26.7753714621179,730463.935274091,0.900438454310767
"573",573,-33.5905193712525,370913.410037383,-27.8427565741166,834379.521989711,0.927840579099731
"574",574,-43.1502083619796,486287.07772024,-43.4630885999016,706921.066224147,0.936255888277126
"575",575,-44.4458736921139,828807.636705078,-41.8799621830732,883588.642658629,0.92994965377837
"576",576,-28.7551989169642,240187.700564787,-28.8013749649189,704767.775896192,0.903202922843924
"577",577,-37.8948222151548,402087.014599536,-36.8695494519956,570111.567602903,0.858526496397719
"578",578,-35.6366569550298,363122.606650982,-39.9427130942009,807492.475419287,0.91535269970534
"579",579,-35.0839123034067,291674.111593124,-34.0020629144348,450714.392570406,0.868026498957975
"580",580,-27.2567515760139,306582.659362424,-43.9673007149957,612673.951162547,0.870861601985646
"581",581,-25.9471510794424,752192.794308141,-37.9674137172364,298887.738483623,0.919782085586796
"582",582,-37.8040377651714,479215.945446901,-44.1193169837892,835010.595592856,0.910738334817128
"583",583,-44.282205681581,228647.011220586,-31.4223893605582,863319.990070127,0.880928313002741
"584",584,-34.1057128053531,537429.575375859,-28.8992084287927,335109.767747968,0.898408609887922
"585",585,-33.9334295650572,402225.987136569,-43.8277634887621,730270.917922202,0.925596109796129
"586",586,-43.5288148822524,756166.890902985,-31.3150601859428,348482.733706702,0.903423413692964
"587",587,-36.5963599629104,334835.405517034,-26.7192649474777,340349.979713764,0.896718159439616
"588",588,-42.889303255152,241352.257121783,-38.6700302521586,567898.023104388,0.935917705516782
"589",589,-25.5293130535372,745794.207800068,-31.2401711774208,841867.977482304,0.92203357228595
"590",590,-41.4481599960774,559607.3908066,-30.2297336282469,488836.153119076,0.855316206479462
"591",591,-34.8817994272895,280144.18437684,-34.7884657851979,237195.079580266,0.856760211206902
"592",592,-29.542019970309,701922.100392655,-35.6832432461455,387808.527536131,0.887981271703975
"593",593,-42.1020603407286,727236.709439196,-41.5114262210205,748526.528535318,0.873784469043199
"594",594,-40.0112660601027,347278.014343791,-41.2036636970788,528634.288520496,0.893186903305363
"595",595,-44.3556979044117,288775.171447247,-27.0446601973698,588641.651678011,0.902510849141169
"596",596,-36.4674262535349,253079.271097388,-30.4762583537325,736685.236033946,0.916505844590332
"597",597,-44.6242059318833,603412.706837654,-39.7391602322273,728043.551937062,0.893814571362838
"598",598,-40.3399582911059,886349.328141958,-28.1068058020137,331729.721015468,0.937249715180227
"599",599,-33.8636282865331,340394.410922118,-40.9461984031983,584564.188015573,0.924198513554428
"600",600,-28.929492861554,771841.830698196,-30.2597593455985,830818.899246249,0.897131922840634
"601",601,-39.8388797096275,221984.58256457,-25.9468498899154,699495.566370767,0.921862866479486
"602",602,-30.5515231064819,640618.92224066,-31.9823642292134,547260.301550571,0.923084245159633
"603",603,-32.4580048421733,716415.814232323,-27.6001073147357,378882.726721037,0.919640783578616
"604",604,-37.7088595442064,563190.392257273,-25.3130662250034,502360.877270773,0.934047497227978
"605",605,-26.8393853809796,495446.62961103,-41.009946421966,876191.490560621,0.899030874409428
"606",606,-41.2326605861709,474210.311718956,-33.0251789273173,608836.371877976,0.9115242982429
"607",607,-32.4826355254613,794151.583986543,-36.2461910689995,227855.25817778,0.897225959232055
"608",608,-37.9863494020216,867000.091367103,-34.2422432301864,640718.901361469,0.903581031620609
"609",609,-26.1335906175897,570737.820053063,-28.2451964718997,539956.583529338,0.887400497158827
"610",610,-31.5326616720036,619788.403637372,-34.105880079601,673864.012030568,0.855176420099117
"611",611,-39.3838217520602,252270.567885153,-25.9787307409197,416091.617725454,0.870765489632878
"612",612,-40.7302117536813,729423.807983808,-29.6644564303793,689432.253126316,0.931067506296318
"613",613,-27.2277145417444,442156.553714108,-35.0121446363628,643214.615175035,0.933258363155503
"614",614,-40.1335672430955,860992.753581144,-39.5397171042375,616777.613844126,0.921096348430522
"615",615,-42.3321639680229,589715.293983277,-25.7332614926659,744938.944127746,0.883813041809034
"616",616,-28.7620984666012,447926.021909975,-35.9652427186705,280961.558147743,0.910016950484548
"617",617,-28.5016930407733,314602.245270461,-28.135869493302,421958.415184878,0.887143375923797
"618",618,-39.5947003041096,861837.920106687,-27.1685907462537,269033.733768184,0.876737819329813
"619",619,-43.1278251772113,475306.079254076,-35.8245531224459,285903.746915571,0.908419085683502
"620",620,-28.6589217245393,817944.382167812,-43.7185134672225,823907.18726052,0.9301162178516
"621",621,-36.5399339640774,308678.841333147,-34.2652773701027,303117.349544857,0.904133376024583
"622",622,-41.8694145420194,837898.051813692,-35.1808279157504,749026.917079762,0.91430980746281
